VIN,Make,Year,Model,AutoID,OwnerID,DriveTrain,EngineType,Transmission,ExteriorColor,InteriorColor
XW440S0HCDHEM9P9F,Contoso Motors,2014,Hatchback,1312,683,AWD,6 Cylinder,Automatic,Electric Blue,Red
SPTF6X75CP3H9LH2O,Contoso Motors,2005,Truck,1313,961,FWD,6 Cylinder,Automatic,Silver,Black
22ADQR3GY64IQ96JF,Contoso Motors,2007,Truck,1314,979,FWD,6 Cylinder,Automatic,Silver,Black
RM1WZGYS9YABON8Q8,Contoso Motors,2011,Coupe,1315,121,AWD,6 Cylinder,Automatic,Chili Red,Black
UF0BKWQIZ10FZ6B9E,Contoso Motors,2014,Hybrid,1316,316,FWD,Hybrid,Semi-automatic,White Silver,Smoke White
E3EBBLYQZ88UC2Z7W,Contoso Motors,2004,SUV,1317,577,FWD,6 Cylinder,Automatic,Silver,Beige
99HNLW25GFLZEJ2PS,Contoso Motors,2015,Commercial,1318,702,AWD,8 Cylinder,Automatic,Gray,Dark Gray
TAE9Z89VLO83PHJR1,Contoso Motors,2007,Convertible 2DR,1319,319,AWD,3 Cylinder,Manual,Pepper White,Dark Gray
Y1BNRSA5R4BXLBPMK,Contoso Motors,2011,Crossover,1320,581,RWD,8 Cylinder,Automatic,Silver,Beige
GYR52YP8G2NKMLWBH,Contoso Motors,2013,SUV,1321,582,FWD,10 Cylinder,Automatic,Silver,Beige
BVMNWWVGHRTC3GEDU,Contoso Motors,2005,Minivan,1322,322,FWD,6 Cylinder,Automatic,Blue,Old Lace
SBF0EH6V8KP76QGL4,Contoso Motors,2005,SUV,1323,597,AWD,Hybrid,Automatic,Silver,Beige
YYZWNGOX1RUWRC7XC,Contoso Motors,2007,Minivan,1324,324,FWD,6 Cylinder,Automatic,Deep Blue,Brown
LJ6F4OZPZ9KYSBCM2,Contoso Motors,2011,SUV,1325,600,AWD,Hybrid,Automatic,Silver,Beige
QTWN80VZUV7PXBZBK,Contoso Motors,2005,Minivan,1326,326,FWD,6 Cylinder,Automatic,White Silver,Smoke White
F7QHYEUVCVPREJVZR,Contoso Motors,2012,Minivan,1327,327,FWD,6 Cylinder,Automatic,Racing Green,Beige
ODHWMT1905X771A4G,Contoso Motors,2016,Minivan,1328,328,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
5UVV52TCPL8K6P7Z0,Contoso Motors,2011,Minivan,1329,329,FWD,6 Cylinder,Automatic,Electric Blue,Red
2PSIBOHIZGHIVTM1T,Contoso Motors,2013,Minivan,1330,330,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
C3U7E7UASKXHUVXQS,Contoso Motors,2016,Sedan,1331,99,FWD,6 Cylinder,Automatic,Silver,Ivory
6Y0AHLH3LQ1AI4WXW,Contoso Motors,2012,Hatchback,1332,723,AWD,6 Cylinder,Automatic,Silver,Ivory
I40PBTA95H61CKPWB,Contoso Motors,2007,Sedan,1333,127,FWD,6 Cylinder,Automatic,Racing Green,Beige
ROVY27XJA4YWIAXG6,Contoso Motors,2007,Sedan,1334,150,AWD,6 Cylinder,Automatic,White Silver,Smoke White
M3CW0MS6MFSL5UAAD,Contoso Motors,2014,SUV,1335,601,AWD,Hybrid,Automatic,Silver,Beige
DAGVB9T3K577ZR0KK,Contoso Motors,2004,Truck,1336,16,FWD,6 Cylinder,Automatic,Silver,Black
IGFMX01JATNY81JNK,Contoso Motors,2011,Truck,1337,33,FWD,6 Cylinder,Automatic,Silver,Black
PVCT3LTTZSQN0IRET,Contoso Motors,2004,Wagon,1338,740,RWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
TFPD7W5PGE4JJUPHN,Contoso Motors,2011,Wagon,1339,744,FWD,6 Cylinder,Automatic,Volcanic Orange,White
INUX9NV7E99VIABYE,Contoso Motors,2005,Minivan,1340,340,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
R9PQY8C8BV6YLW8HP,Contoso Motors,2007,Minivan,1341,341,FWD,6 Cylinder,Automatic,Electric Blue,Red
FVX12C6OGRUE5ZY8I,Contoso Motors,2016,Crossover,1342,603,AWD,Hybrid,Automatic,Silver,Beige
K81ISYCQ22EWXGU6W,Contoso Motors,2007,Hatchback,1343,764,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
WBL4WLJG14TKK0MDZ,Contoso Motors,2013,Truck,1344,56,FWD,6 Cylinder,Automatic,Silver,Black
RTJ0QA3ECF8QO010S,Contoso Motors,2014,Crossover,1345,605,FWD,4 Cylinder,Automatic,Silver,Beige
BKB70LRTCH9G77TGB,Contoso Motors,2004,Sedan,1346,175,FWD,6 Cylinder,Automatic,Electric Blue,Red
ME44GUAR7A2LB4HZD,Contoso Motors,2004,Hatchback,1347,823,AWD,6 Cylinder,Automatic,Electric Blue,Red
I1PDM5GBDKL1A46DQ,Contoso Motors,2011,Minivan,1348,348,FWD,6 Cylinder,Automatic,Deep Blue,Brown
A66BQTFUEM23UF0YQ,Contoso Motors,2007,SUV,1349,615,FWD,6 Cylinder,Automatic,Silver,Beige
R32L45Y45CXJ1832L,Contoso Motors,2005,SUV,1350,622,FWD,Hybrid,Automatic,Silver,Smoke White
KUSBIPA04LYM2EIIP,Contoso Motors,2015,Commercial,1351,750,AWD,8 Cylinder,Automatic,Gray,Dark Gray
QYY4ASV4JLB7RCT3Y,Contoso Motors,2013,Convertible 2DR,1352,352,FWD,Hybrid,Manual,Blazing Gray,Nutmeg
R6BV391OVKDOB81RH,Contoso Motors,2011,Coupe,1353,179,FWD,6 Cylinder,Automatic,Chili Red,Black
SD1FDIMAM885VRR4K,Contoso Motors,2014,Hybrid,1354,354,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
OJ0HVO4LHFR5EJ4F5,Contoso Motors,2014,Truck,1355,57,FWD,6 Cylinder,Automatic,Silver,Black
MZGKYCHARBJTS7WZO,Contoso Motors,2011,Hatchback,1356,827,AWD,6 Cylinder,Automatic,Chili Red,Black
RMBSQDOAPJSSMRR9Q,Contoso Motors,2010,Sedan,1357,258,AWD,6 Cylinder,Automatic,Thunder Gray,Gray
ZOPYIRVU7EI9GHUMQ,Contoso Motors,2005,Sedan,1358,269,FWD,6 Cylinder,Automatic,Electric Blue,Red
D1DDKVM88RR3PLBAT,Contoso Motors,2014,Sedan,1359,317,RWD,6 Cylinder,Automatic,Electric Blue,Red
DXBHUHLUGYJDY1PNK,Contoso Motors,2013,Wagon,1360,836,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
KRB9R16B5VHMT1D6R,Contoso Motors,2011,Truck,1361,64,RWD,6 Cylinder,Automatic,Silver,Black
FZC84TTVLD7HFOORL,Contoso Motors,2014,Truck,1362,81,AWD,6 Cylinder,Automatic,Silver,Black
ILVKP2FAG3WG5IM8C,Contoso Motors,2005,Coupe,1363,313,AWD,6 Cylinder,Automatic,Midnight Black,Silverstone
3MOPQ5ZT5C38AXQ2U,Contoso Motors,2014,Hybrid,1364,364,FWD,Hybrid,Semi-automatic,Blazing Gray,Nutmeg
CY6LZH8RR2H1SAREI,Contoso Motors,2011,SUV,1365,625,FWD,10 Cylinder,Automatic,Silver,Red
OYG2928S3NRJW1YKT,Contoso Motors,2015,Commercial,1366,230,AWD,8 Cylinder,Automatic,Gray,Dark Gray
MHAK658W5TEUHITRR,Contoso Motors,2006,Convertible 2DR,1367,367,FWD,6 Cylinder,Manual,Pepper White,Dark Gray
1FVYIKXVMOTS48FD3,Contoso Motors,2004,Crossover,1368,629,FWD,6 Cylinder,Automatic,Silver,Black
GEFAEBS0H3FIVOR2J,Contoso Motors,2010,SUV,1369,630,FWD,Electric,Automatic,Silver,Old Lace
514EHHUJ1TFYIS65E,Contoso Motors,2005,Minivan,1370,370,FWD,6 Cylinder,Automatic,Blue,Old Lace
GW9NI5JQVOG703PZB,Contoso Motors,2014,SUV,1371,645,FWD,Hybrid,Automatic,Silver,Silverstone
YEL4K5RNX940QFNL3,Contoso Motors,2016,Minivan,1372,372,FWD,6 Cylinder,Automatic,Deep Blue,Brown
Q78598MH3T1V54KFM,Contoso Motors,2013,SUV,1373,648,FWD,Hybrid,Automatic,Silver,Nutmeg
LH732XEZDKI4Z394T,Contoso Motors,2013,Minivan,1374,374,FWD,6 Cylinder,Automatic,White Silver,Smoke White
ICT9RIOF32THO9556,Contoso Motors,2014,Minivan,1375,375,FWD,6 Cylinder,Automatic,Racing Green,Beige
QRP61J8WWMFEC1OJ9,Contoso Motors,2015,Minivan,1376,376,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
Q1FF8A1TVWBJI28E2,Contoso Motors,2004,Minivan,1377,377,FWD,6 Cylinder,Automatic,Electric Blue,Red
D4E4HC4Y1OBFLZ63T,Contoso Motors,2010,Minivan,1378,378,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
D80AUFIV83HX8YCH3,Contoso Motors,2004,Sedan,1379,389,RWD,6 Cylinder,Automatic,Pepper White,Dark Gray
2ZZD7EGUGGMKFQ18O,Contoso Motors,2015,Hatchback,1380,860,RWD,6 Cylinder,Automatic,Thunder Gray,Gray
70AVZHYLXOOVE6YOR,Contoso Motors,2016,Sedan,1381,415,FWD,6 Cylinder,Automatic,Chili Red,Black
O4URHRZXH6XPYFM6P,Contoso Motors,2007,Sedan,1382,435,FWD,6 Cylinder,Automatic,Electric Blue,Red
39GI4HW1QA7DPSHVZ,Contoso Motors,2014,SUV,1383,649,FWD,6 Cylinder,Automatic,Silver,Red
CV1U309RLIH6HDXT1,Contoso Motors,2004,Truck,1384,153,AWD,6 Cylinder,Automatic,Silver,Black
QEUZ5VK4OZ3LC3N6E,Contoso Motors,2007,Truck,1385,177,FWD,6 Cylinder,Automatic,Silver,Black
GGU564Y01QWH8GW9H,Contoso Motors,2004,Wagon,1386,884,RWD,6 Cylinder,Automatic,Volcanic Orange,White
ORR4OWHTW0CEF66X2,Contoso Motors,2013,Hatchback,1387,919,AWD,6 Cylinder,Automatic,Pepper White,Dark Gray
VDRKMX1QOU4MITQAL,Contoso Motors,2004,Minivan,1388,388,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
XG8VBMCYEO2QOG8ZR,Contoso Motors,2005,Minivan,1389,389,FWD,6 Cylinder,Automatic,Electric Blue,Red
MJ401YWXY32Z6KTKM,Contoso Motors,2013,Crossover,1390,651,FWD,Hybrid,Automatic,Silver,Dark Gray
7Q4UWJ6Q6CDFFKVAZ,Contoso Motors,2016,Wagon,1391,936,AWD,6 Cylinder,Automatic,Deep Blue,Brown
R6WSJIP4RU0PIYO36,Contoso Motors,2016,Truck,1392,178,FWD,6 Cylinder,Automatic,Silver,Black
N88SJT15AC6Y5J2R9,Contoso Motors,2005,Crossover,1393,653,AWD,Electric,Automatic,Silver,Black
0T0ZLCUSG9BVJX2VW,Contoso Motors,2011,Sedan,1394,437,RWD,6 Cylinder,Automatic,Pepper White,Dark Gray
ZY4NAV7ZN2VT1VR0K,Contoso Motors,2005,Hatchback,1395,956,RWD,6 Cylinder,Automatic,Volcanic Orange,White
60VWQA1A274G0SAVL,Contoso Motors,2013,Minivan,1396,396,FWD,6 Cylinder,Automatic,Deep Blue,Brown
G0VMNUCY2U8RK3G1F,Contoso Motors,2006,SUV,1397,663,FWD,Hybrid,Automatic,Silver,Black
KTTD6O22EY8MVZW5S,Contoso Motors,2013,SUV,1398,670,AWD,4 Cylinder,Automatic,Silver,Nutmeg
5AYXF6STXFTDRP7GA,Contoso Motors,2015,Commercial,1399,278,AWD,8 Cylinder,Automatic,Gray,Dark Gray
CCYMU05361DPN6Y5H,Contoso Motors,2004,Convertible 2DR,1400,400,FWD,Hybrid,Manual,Blazing Gray,Nutmeg
Z4DCRPF5BA7QXDT12,Contoso Motors,2013,Coupe,1401,323,FWD,6 Cylinder,Automatic,Silver,Ivory
H7W70OJO6GKA2G5PN,Contoso Motors,2014,Hybrid,1402,402,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
SWLZX9W7G065UO78G,Contoso Motors,2016,Truck,1403,200,FWD,6 Cylinder,Automatic,Silver,Black
23QEY2EIZJ7TSBDNM,Contoso Motors,2004,Hatchback,1404,4,RWD,6 Cylinder,Automatic,Blue,Old Lace
IPPH7JTK8J2GIGIBP,Contoso Motors,2004,Sedan,1405,85,FWD,8 Cylinder,Automatic,Electric Blue,Red
KIB84CBLSYJDN2ZRD,Contoso Motors,2014,Sedan,1406,205,AWD,8 Cylinder,Automatic,Chili Red,Black
W09CFDMO31STQUN0D,Contoso Motors,2005,Sedan,1407,829,FWD,8 Cylinder,Automatic,Chili Red,Black
0OOJ8IQVRVRDAU642,Contoso Motors,2015,Wagon,1408,58,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
CWKWH6MOEIGGCIFTB,Contoso Motors,2011,Truck,1409,201,FWD,6 Cylinder,Automatic,Silver,Black
2POR20L908FD1YUHI,Contoso Motors,2015,Truck,1410,256,AWD,6 Cylinder,Automatic,Silver,Black
A1VDWB1U6X26VT7LV,Contoso Motors,2016,Coupe,1411,371,AWD,6 Cylinder,Automatic,Midnight Black,Silverstone
24EDQV9L503HDA204,Contoso Motors,2014,Hybrid,1412,412,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
F7SFZ0MU1XFQG9077,Contoso Motors,2004,SUV,1413,673,AWD,6 Cylinder,Automatic,Silver,Dark Gray
HUHAD0APMI22Q8C7X,Contoso Motors,2016,Commercial,1414,295,AWD,8 Cylinder,Automatic,Gray,Dark Gray
ASIDMJ6V33NZT5VSG,Contoso Motors,2012,Convertible 2DR,1415,415,RWD,Hybrid,Manual,Chili Red,Black
A9F6PH28NZ5ZIBKMC,Contoso Motors,2011,Crossover,1416,677,AWD,6 Cylinder,Automatic,Silver,Ivory
OKQBG2ICF2KRYHDUY,Contoso Motors,2009,SUV,1417,678,FWD,Hybrid,Automatic,Silver,Brown
SENNKVN947MLANT7V,Contoso Motors,2013,Minivan,1418,418,FWD,6 Cylinder,Automatic,Deep Blue,Brown
E2AOT1D1ZAQXRZAXC,Contoso Motors,2014,SUV,1419,693,RWD,4 Cylinder,Automatic,Silver,Beige
UW092M9QVF7OLA7J1,Contoso Motors,2015,Minivan,1420,420,FWD,6 Cylinder,Automatic,White Silver,Smoke White
RJIQL9ZNREDLQVYBG,Contoso Motors,2004,SUV,1421,696,FWD,6 Cylinder,Automatic,Silver,Gray
G1G0IUTLXIYUUV6CS,Contoso Motors,2010,Minivan,1422,422,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
O9CANIIHM3UQE3A1J,Contoso Motors,2007,Minivan,1423,423,FWD,6 Cylinder,Automatic,Electric Blue,Red
MXPHR91GN9DGQOIJ0,Contoso Motors,2016,Minivan,1424,424,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
T3KLZ617OKEGL3TGJ,Contoso Motors,2011,Minivan,1425,425,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
2KBITZA6S4WDX8XA0,Contoso Motors,2009,Minivan,1426,426,FWD,6 Cylinder,Automatic,Volcanic Orange,White
FSQKIDJEC19ESR9AR,Contoso Motors,2005,Sedan,1427,949,FWD,8 Cylinder,Automatic,Midnight Black,Silverstone
2JES0TXB2WPP8V4B0,Contoso Motors,2013,Hatchback,1428,59,FWD,6 Cylinder,Automatic,Electric Blue,Red
7H44MSTH0YTYQH5KQ,Contoso Motors,2005,Sedan,1429,213,AWD,8 Cylinder,Automatic,Electric Blue,Red
6L8D6ON3GFMXNFB9F,Contoso Motors,2004,Sedan,1430,333,FWD,8 Cylinder,Automatic,Chili Red,Black
LXAITSU9VBN5WLGPC,Contoso Motors,2005,SUV,1431,697,FWD,6 Cylinder,Automatic,Silver,Dark Gray
PWQM69O8290304IBT,Contoso Motors,2013,Truck,1432,315,FWD,6 Cylinder,Automatic,Silver,Black
TOPX706T4XBB7RO75,Contoso Motors,2005,Truck,1433,352,AWD,6 Cylinder,Automatic,Silver,Black
XG8TA9ISLW21GL1FT,Contoso Motors,2007,Hatchback,1434,67,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
9AB0R9HP7PD4OQCG6,Contoso Motors,2016,Wagon,1435,76,RWD,6 Cylinder,Automatic,Deep Blue,Brown
KXUE0W39UBTR9D24M,Contoso Motors,2011,Minivan,1436,436,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
ESAMLQHZ457J3EJ9K,Contoso Motors,2014,Minivan,1437,437,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
1YT0TLVVYGW5OBC0H,Contoso Motors,2016,Crossover,1438,699,FWD,6 Cylinder,Automatic,Silver,Black
NUMPGRXLUG5WUN6N9,Contoso Motors,2015,Wagon,1439,80,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
Q8G63B9ZWLE5RRHCP,Contoso Motors,2016,Truck,1440,392,FWD,6 Cylinder,Automatic,Silver,Black
U7MDJAR5LL5ALEY01,Contoso Motors,2004,Crossover,1441,701,FWD,6 Cylinder,Automatic,Silver,Ivory
SLR5PLAM3Q4GGUY8W,Contoso Motors,2007,Sedan,1442,957,FWD,8 Cylinder,Automatic,Chili Red,Black
WG8RHF60Y173NRFBC,Contoso Motors,2006,Hatchback,1443,115,AWD,6 Cylinder,Automatic,Racing Green,Beige
65VLT3C6AL03OD9OV,Contoso Motors,2004,Minivan,1444,444,FWD,6 Cylinder,Automatic,White Silver,Smoke White
HVH2QDGUKRBYSEUCM,Contoso Motors,2012,SUV,1445,711,AWD,Hybrid,Automatic,Silver,Black
X74HXEXZQ4TFL9GE8,Contoso Motors,2010,SUV,1446,718,FWD,4 Cylinder,Automatic,Silver,Nutmeg
S4IHKUK9UXS1GXBA1,Contoso Motors,2016,Commercial,1447,550,AWD,8 Cylinder,Automatic,Gray,Dark Gray
5FWPP08E5U40S90JF,Contoso Motors,2011,Convertible 2DR,1448,448,RWD,6 Cylinder,Manual,Thunder Gray,Gray
A6F0W6YJMU6KPAEWT,Contoso Motors,2014,Coupe,1449,409,AWD,6 Cylinder,Automatic,Racing Green,Beige
DD354DXEQ2C8GK1K2,Contoso Motors,2014,Hybrid,1450,450,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
9XGRHDQAU86GJT7DZ,Contoso Motors,2004,Truck,1451,400,AWD,6 Cylinder,Automatic,Silver,Black
BY82VNI3MZ7TBCZ61,Contoso Motors,2015,Wagon,1452,124,FWD,6 Cylinder,Automatic,Deep Blue,Brown
0E5QAEMVCDAOZE81L,Contoso Motors,2011,Sedan,1453,77,AWD,8 Cylinder,Automatic,Midnight Black,Silverstone
YGSDTSSEOJX2D7DRX,Contoso Motors,2011,Sedan,1454,341,FWD,8 Cylinder,Automatic,Electric Blue,Red
2TALRZCYSSCGLYJB7,Contoso Motors,2004,Sedan,1455,461,AWD,8 Cylinder,Manual,Chili Red,Black
04KB5JW22G7L17K58,Contoso Motors,2006,Hatchback,1456,159,FWD,6 Cylinder,Automatic,Silver,Ivory
BAWJQMV834O3RGTQN,Contoso Motors,2005,Truck,1457,440,AWD,6 Cylinder,Automatic,Silver,Black
9RLZ3KDXEIZ0KPFOO,Contoso Motors,2005,Truck,1458,466,FWD,6 Cylinder,Manual,Silver,Black
DRFYNAK6B3OLGP3ME,Contoso Motors,2005,Coupe,1459,457,FWD,6 Cylinder,Automatic,Electric Blue,Red
WXIXIATNJAIVOJ5DP,Contoso Motors,2014,Hybrid,1460,460,FWD,Hybrid,Semi-automatic,Thunder Gray,Gray
E55ZK1LVHO5LY26NK,Contoso Motors,2011,SUV,1461,721,FWD,4 Cylinder,Automatic,Silver,Dark Gray
VYER3B0FUJ7EBHRPV,Contoso Motors,2012,Commercial,1462,263,AWD,8 Cylinder,Automatic,Silver,Black
2WMI3NEZPP3LFAFXN,Contoso Motors,2014,Convertible 2DR,1463,463,RWD,Hybrid,Automatic,Chili Red,Black
NJ09G7SCLOOYSVGF2,Contoso Motors,2007,Crossover,1464,725,AWD,6 Cylinder,Automatic,Silver,Ivory
M0HEYXR1FQ58L52S7,Contoso Motors,2016,SUV,1465,726,RWD,6 Cylinder,Automatic,Silver,Brown
EQ4OEBLVRVOWHQZZX,Contoso Motors,2010,Minivan,1466,466,FWD,6 Cylinder,Automatic,Deep Blue,Brown
47VI6DSJ9ZSRXAIQ9,Contoso Motors,2005,SUV,1467,741,RWD,4 Cylinder,Automatic,Silver,Beige
JER538BP9QVGHG3PJ,Contoso Motors,2016,Minivan,1468,468,FWD,6 Cylinder,Automatic,White Silver,Smoke White
SDAGYHT0D9ACO185Q,Contoso Motors,2011,SUV,1469,744,AWD,4 Cylinder,Automatic,Silver,Gray
ROGKNHHPJYJENJ5BF,Contoso Motors,2009,Minivan,1470,470,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
D67GEPWUEHW2RGDTE,Contoso Motors,2004,Minivan,1471,471,FWD,6 Cylinder,Automatic,Electric Blue,Red
CJRJSONFBZ0KLNGKR,Contoso Motors,2005,Minivan,1472,472,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
UR8HWELJ219P0FEAN,Contoso Motors,2007,Minivan,1473,473,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
MYQF0W644K2TQCPFB,Contoso Motors,2016,Minivan,1474,474,FWD,6 Cylinder,Automatic,Volcanic Orange,White
VCYVW0WUZNBTM594J,Contoso Motors,2010,Sedan,1475,14,FWD,Electric,Semi-automatic,Thunder Gray,Gray
7P44TV27Q82RVL5D2,Contoso Motors,2005,Wagon,1476,176,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
1MVGQFGP8BR90WYK4,Contoso Motors,2005,Sedan,1477,37,FWD,Electric,Semi-automatic,Electric Blue,Red
HIY403UZ5QSU9D9T1,Contoso Motors,2016,Sedan,1478,83,FWD,Electric,Semi-automatic,Racing Green,Beige
LWYISXURRBFELINPT,Contoso Motors,2004,SUV,1479,745,AWD,4 Cylinder,Automatic,Silver,Dark Gray
6VUFZH9DQ1OHVWWHL,Contoso Motors,2013,Truck,1480,496,FWD,6 Cylinder,Manual,Silver,Black
WYNIIY42VKV6OQS1J,Contoso Motors,2011,Truck,1481,17,FWD,8 Cylinder,Automatic,Silver,Black
K1J4FM1E05H45I3XJ,Contoso Motors,2005,Wagon,1482,202,FWD,6 Cylinder,Automatic,Volcanic Orange,White
XDTPFNWVM1IDB4KUK,Contoso Motors,2006,Hatchback,1483,203,FWD,6 Cylinder,Automatic,Chili Red,Black
91OD1VSTDP4QT5V3W,Contoso Motors,2013,Minivan,1484,484,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
WE9YLC1VHIA8IYWQ4,Contoso Motors,2014,Minivan,1485,485,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
RE5LS5OHYBH4CGGH6,Contoso Motors,2007,Crossover,1486,747,AWD,4 Cylinder,Automatic,Silver,Black
1DL7WYTFPXLJRUC3H,Contoso Motors,2014,Hatchback,1487,255,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone
8K1DYE2X4NWT6B1KY,Contoso Motors,2004,Truck,1488,137,FWD,8 Cylinder,Automatic,Silver,Black
VL7ZSJ9XMZRFSVVYW,Contoso Motors,2011,Crossover,1489,749,AWD,6 Cylinder,Automatic,Silver,Ivory
YKENBK1A0J2TOLRIU,Contoso Motors,2005,Sedan,1490,134,AWD,Electric,Semi-automatic,Volcanic Orange,White
9CNMVH24G72Z4EH26,Contoso Motors,2011,Wagon,1491,272,FWD,6 Cylinder,Automatic,Volcanic Orange,White
AMQU4G115NOBZ1EAJ,Contoso Motors,2011,Minivan,1492,492,FWD,6 Cylinder,Automatic,White Silver,Smoke White
V3MF6B9JWO4AD92W0,Contoso Motors,2014,SUV,1493,759,FWD,6 Cylinder,Automatic,Silver,Ivory
PQERC0DIQ23RLNGAN,Contoso Motors,2009,SUV,1494,766,FWD,Electric,Automatic,Silver,Gray
1K7G3JQVU24TX1XOG,Contoso Motors,2012,Commercial,1495,886,AWD,8 Cylinder,Automatic,Silver,Black
IR31Z4JMBQ7BR3DT6,Contoso Motors,2016,Convertible 2DR,1496,496,FWD,4 Cylinder,Automatic,Thunder Gray,Gray
C8IR133QT4UP6GHDN,Contoso Motors,2004,Coupe,1497,393,FWD,8 Cylinder,Automatic,Chili Red,Black
26VHOKX71LZ7UPXOP,Contoso Motors,2014,Hybrid,1498,498,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
CEMSQ9VOTYU9UB9W4,Contoso Motors,2005,Truck,1499,257,FWD,8 Cylinder,Automatic,Silver,Black
DGNFGS0NKM1CFCPQ7,Contoso Motors,2007,Hatchback,1500,292,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
T4V0PIGVKXY7TLYWZ,Contoso Motors,2005,Sedan,1501,157,FWD,Electric,Semi-automatic,Pepper White,Dark Gray
AZGRJZ1Q4K8LY3IDS,Contoso Motors,2009,Sedan,1502,194,FWD,Electric,Semi-automatic,Blue,Old Lace
9QDQL8PGET15GXOA4,Contoso Motors,2015,Sedan,1503,254,FWD,Electric,Semi-automatic,Blue,Old Lace
M3N1WXSP9UKDFAW3O,Contoso Motors,2011,Wagon,1504,316,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
ZUM234INX6MPOJ1D6,Contoso Motors,2013,Truck,1505,384,AWD,8 Cylinder,Automatic,Silver,Black
H12V1ZVTMOAEYM126,Contoso Motors,2004,Truck,1506,401,RWD,8 Cylinder,Automatic,Silver,Black
20Q8Q0OL6VU1OZTS5,Contoso Motors,2011,Coupe,1507,633,AWD,8 Cylinder,Automatic,Midnight Black,Silverstone
WUOPKVM97HJ99K9TW,Contoso Motors,2014,Hybrid,1508,508,FWD,Hybrid,Semi-automatic,Volcanic Orange,White
BHLOGG4XR7G0925IY,Contoso Motors,2007,SUV,1509,769,FWD,8 Cylinder,Automatic,Silver,Black
GRRQSUNYCMBO1JCIM,Contoso Motors,2012,Commercial,1510,846,AWD,8 Cylinder,Automatic,Silver,Black
CW1GOX8G0SCEOHMGV,Contoso Motors,2007,Convertible 2DR,1511,511,FWD,6 Cylinder,Automatic,Silver,Ivory
1UGMYO6ZDQ3KC72HT,Contoso Motors,2005,Crossover,1512,773,FWD,6 Cylinder,Automatic,Silver,Silverstone
5JIE8CIRSG6DO5D6Y,Contoso Motors,2007,SUV,1513,774,FWD,Electric,Automatic,Silver,Smoke White
SHFW1485JP8BKDCN2,Contoso Motors,2009,Minivan,1514,514,FWD,6 Cylinder,Automatic,White Silver,Smoke White
UNXA7MYFRC185UENT,Contoso Motors,2004,SUV,1515,789,FWD,Electric,Automatic,Silver,Red
FVZH6SUQJS69V5DGG,Contoso Motors,2005,Minivan,1516,516,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg
XOFNWGQJNGM873DZT,Contoso Motors,2016,SUV,1517,792,FWD,Electric,Automatic,Silver,White
UUYYO73V5Y6LZ1NVL,Contoso Motors,2016,Minivan,1518,518,FWD,6 Cylinder,Automatic,Thunder Gray,Gray
6Y8Y0BNPFVH43DZ1D,Contoso Motors,2011,Minivan,1519,519,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray
WIMUHV7ZOBKPI03BD,Contoso Motors,2004,Minivan,1520,520,FWD,6 Cylinder,Automatic,Volcanic Orange,White
27SEXSHYVQ6VY54IT,Contoso Motors,2005,Minivan,1521,521,FWD,6 Cylinder,Automatic,Chili Red,Black
5HDV89IZ3WY50VUOY,Contoso Motors,2007,Minivan,1522,522,FWD,6 Cylinder,Automatic,Blue,Old Lace
TFMQU0D2MDU2FP5Q8,Contoso Motors,2004,Sedan,1523,277,AWD,Electric,Semi-automatic,Chili Red,Black
UOSRNKXPQ6TW69O0V,Contoso Motors,2013,Wagon,1524,320,FWD,6 Cylinder,Automatic,Volcanic Orange,White
